timestamp,date,txid,direction,btc_amount,fee_btc,block_height,confirmations,note,raw_type
1738277406,2025-01-30 22:50:06,f99da0367a9ee792ec5fb8136e5476d4eb3afd50ac26e0f3b89d957b11e28722,in,0.0,0,,,,RECEIVE
1735985656,2025-01-04 10:14:16,2cfc3e8cec96fdac871aa77b776db76e4f106d79bf5c69f214769aa107441a79,in,0.0,0,,,,RECEIVE
1687120757,2023-06-18 20:39:17,4717806383f7852a8c96fa1e50b7fc9224fbc7d8f8c47125a144433125e88863,in,0.0,0,,,,RECEIVE
1679604295,2023-03-23 20:44:55,5da18a7f5440b6c137a6e9b79b968aed72703784da86db727a7ef377a25da5ef,in,0.0,0,,,,RECEIVE
